text,label
"Except for steel investment castings, material furnished to this specification shall conform to the requirements of Specification A781/A781M, including any supplementary re_x0002_quirements that are indicated in the purchase order. Failure to comply with the general requirements of Specification A781/ A781M constitutes nonconformance with the specification. In case of a conflict between the requirements of this specification and Specification A781/A781M, this specification shall pre_x0002_vail",standard
"When specified by the purchaser’s order or contract, a manufacturer’s certification or compliance statement that the casting or lot of castings was made, sampled, tested, and inspected in accordance with this specification, including a report of test results signed by an authorized agent of the manufacturer, shall be furnished at the time of shipment, and such certification or compliance statement shall be the basis for acceptance of the casting or lot of castings",standard
"If the analysis of one of the tests specified in 9.1 does not conform to the requirements specified in Section 7, analyses shall be made on additional pipes of double the original number from the same lot, each of which shall conform to requirements specified",standard
"The mass of any length of pipe shall not vary more than 10 % over and 3.5 % under that specified. Unless otherwise agreed upon between the manufacturer and the purchaser, pipe in NPS 4 [DN 100] and smaller may be weighed in convenient lots; pipe larger than NPS 4 [DN 100] shall be weighed separately",standard
"CSP_Mid.CBF equipment connected to the CPF electrical network shall be compliant with the IEC 61000-4-3 standard or equivalent for radiated, radio-frequency, electromagnetic field immunity under standard test conditions and setups in accordance with the latest approved version of the MID CSP to INFRA ICD.",requirement
"DSH shall report the following DSH Capability States for all five frequency bands: 
a) UNAVAILABLE
b) STANDBY
c) CONFIGURING
d) OPERATE_DEGRADED 
e) OPERATE",requirement
"Under Degraded Operating Conditions, Antenna efficiency at 15 GHz shall not degrade to less than 92% of the efficiency stated in R.D.P.1.",requirement
"CSP_Mid.CBF equipment, while in its storage packaging, shall withstand, and shall operate to specification as defined
herein after exposure to, the storage environmental conditions as defined in “Class 1.1: Weather protected, partly temperature- controlled storage locations” of the ETSI EN 300 019-1-1 standard and defined in BS EN IEC 60721-3-1.
 Climatic Conditions: 1K3
 Biological Conditions: 1B2
 Chemical conditions: 1C2
 Dust and Sand conditions: 1S2
 Shock & Vibration Conditions: 1M2",requirement
"The flattening test of Specification A530/A530M shall be made on a specimen from one end or both ends of each pipe. Crop ends may be used. If this supplementary requirement is specified, the number of tests per pipe shall also be specified. If a specimen from any length fails because of lack of ductility prior to satisfactory completion of the first step of the flattening test requirement, that pipe shall be rejected subject to retreat_x0002_ment in accordance with Specification A530/A530M and satisfactory retest. If a specimen from any length of pipe fails because of a lack of soundness, that length shall be rejected, unless subsequent retesting indicates that the remaining length is sound",standard
"The manufacturer shall furnish an analysis of each shipment showing the silicon content and, when required, such of the other elements specified in Table 1",standard
 After the pipe returns from inspection the vrollers shall automatically drop to allow the pipe to roll to the next station. ,requirement
"Mortar joints shall be protected from rapid drying and from damage to plastic mortar while backfilling. To facilitate curing and to provide protection from drying, the mortar bands may be coated with a liquid membrane_x0002_forming compound conforming to ASTM Standard C309, Specifications for Liquid Membrane-Forming_x0002_Compounds for Curing Concrete, or the joint may be covered with plastic sheeting or other approved materials conforming to ASTM Standard C171, Specifications for Sheet Materials for Curing Concrete. The sheet materials also provide some protection to soft or plastic mortar during backfilling",standard
 Each box end threading inspection station shall have an automatic adjustable pipe stop. ,requirement
the machinery shall be designed to run between 60 and 80 psig.,requirement
"The Supplier shall furnish all equipment, controls, data, drawings, etc. defined in the Purchaserís documents and data including, but not limited to, the following major components: Yarn Combs.",requirement
All Engineering documents and data listed in the Vendor Data Requirements Form including but not limited to the following: Foundation Loads and Anchorage Details including flatness tolerance and other requirements on floor.,requirement
 Each of the vrollers shall be individually driven with SEW two horsepower gearmotors identical to the motors on the vrollers in quench and temper. ,requirement
The Dish shall be capable of slewing in elevation at a rate of 1 deg/sec under Precision and Standard Operating Conditions. Gradual degradation will be allowed under Degraded Operating Conditions up to a maximum of 50% under Extreme Operating Conditions.,requirement
"tsnPpMmIdMsduMaskMaxLength is a read-only variable defined for each port the Mask-and-match Stream identification function is to be run on. It defines the maximum length a mac_service_data_unit mask can have. It is an integer value, in octets, with a minimum value of 2 and a maximum value of 1984 (maximum ISS mac_service_data_unit length for an IEEE 802.3 frame)",standard
 Each pin end end blast station design shall be identical to that of the box end end blast station. ,requirement
 Each of the assemblies of radial rollers shall be mounted to multiple dampening pneumatic bladders to reduce rotational force effects. ,requirement
"Packaged LRU's and SRU's that require periodic maintenance during storage shall be
packaged in red-coloured containers.",requirement
Major equipment items supplied by the Supplier shall be fitted with a securely mounted stainless steel nameplate displaying the following information: The purchaserís equipment tag number CR-301.,requirement
"For pipe NPS 2 [DN 50] and under, a sufficient length of pipe shall stand being bent cold through 90° around a cylindrical mandrel, the diameter of which is twelve times the outside diameter (as shown in ASME B 36.10M) of the pipe",standard
"At the option of the purchaser or his representative, a casting of each design ordered may be tested to destruction or otherwise broken up to determine the presence of any manu_x0002_facturing condition that might be detrimental to the service_x0002_ability of the casting",standard
"Compact the mixture to a minimum of [95] percent of the max-
imum density as determined from a field sample, taken as compaction begins, according to
AASHTO T 134. The Engineer will determine in-place field density according to AASHTO
T 191 or T 310, correcting for oversized particles as necessary.",standard
"The signal content shall be in the following frequency ranges, in the transmitted data: 
a) Band 1: 0.35 - 1.05 GHz
b) Band 2: 0.95 - 1.76 GHz
c) Band 3: 1.65 - 3.05 GHz, 2nd Nyquist Zone
d) Band 4: 0.30 - 2.68 GHz 
e) Band 5a: 0.25 - 2.75 GHz 
f) Band 5b: 0.25 - 2.75 GHz",requirement
"Apply hydrated lime or quicklime at the specified rates. Apply hydrated lime
as a slurry or in a dry form. Apply quicklime only in a dry form. Mix quicklime thoroughly
with the dry roadbed material before adding water; add water to the mixture within 6 of dry
mixing.",standard
 Each pipe shall gravity roll to the fixed pipe stop at the pin end end blast station. ,requirement
The base shall be concentric with the disc electrode within .040(1.02 mm).,standard
A 200 response shall be provided in a success case. The payload shall contain information for the requested Device.,standard
all sensors and devices will be pnp type.,requirement
"The Supplier's equipment and system shall be designed for maximum personnel safety including, but not limited to, the following: Warning signs.",requirement
"Grade the roadbed surface to the specified lines, grades, and cross
sections. Dispose of excess material as specified in Subsection 201.3.",standard
 When a pipe is detected at the fixed pipe stop the pipe shall automatically be lifted to the next station. ,requirement
All Engineering documents and data listed in the Vendor Data Requirements Form including but not limited to the following: Component Drawings.,requirement
"In cases where saturation occurs in the signal path, DSH shall flag data for the entire period of saturation, including the recovery period.",requirement
 Each pipe shall undergo threading. ,requirement
"When sampled data connectivity is lost to a receptor, CSP_Mid.CBF shall flag any affected data as invalid and an alert raised, but otherwise normal operations continue.",requirement
"If post-weld heat treatment is required, Class 1 must be specified along with the grade, and the welds to be heat treated must be defined. If post-weld heat treatment is not required, Class 2 must be specified along with the grade.",standard
CSP_Mid.CBF power draw rate of change shall be less than 20% of the maximum power draw averaged over a one second interval (TBC) during startup and mode transitions in accordance with the latest approved version of the MID CSP to INFRA ICD.,requirement
Any coil not confirming to the foregoing specifications may be rejected and the manufacturer or distributor notified,standard
"If tension specimens are to be machined from castings, their location in the casting, the specimen dimensions, and the required properties shall be agreed upon in writing by the foundry and purchaser",standard
DSH shall start up in LOW_POWER state and remain in low power until commanded by TM to go to FULL_POWER.,requirement
"At the manufacturer’s option, castings may be reheat treated and retested. When castings are reheat treated, they may not be re-austenitized more than three times without the approval of the purchaser. Testing after reheat treatment shall consist of the full number of specimens taken from locations complying with the specification or order",standard
 The adjustable pipe stop design shall be identical to the pipe stop design used in quench and temper. ,requirement
"Where it would not be possible or practical to drain a pipeline to replace or repair mechanical air vents, a shutoff valve should be installed between the pipe and the valve.",standard
DSH shall supply a payload packet generator with the ability to set fields and errors within the test payload via command-line or GUI interface.,requirement
"Protect and maintain the subgrade surface until covered. Construct at least one course of base
or subbase on the treated subgrade before using it for hauling operations.",standard
The Transient Buffer for CSP_Mid.CBF shall allow for a latency of up to 62 seconds from the Transient Epoch until the Transient Trigger from CSP_Mid.LMC is present on the CSP_Mid.LMC to CSP_Mid.CBF interface.,requirement
"When producing Pulsar Search beams, for any Band, the CSP_Mid.CBF Search Window beamforming bandwidth (before channelization) shall have spectral confusion of no more than -40 dB in amplitude and 0.01 radians in phase compared to an ideal beamformer provided with the same inputs.",requirement
"A request to this API may be invoked by the Origin Cloud on completion of account linking. Where the Origin Cloud supports the behaviour defined in OCF Device to Cloud Services this may also be invoked by reception of a RETRIEVE to ""/oic/res"" of the OCF Cloud Resource Directory from an OCF Client",standard
"As an alternative to the hydrostatic test at the option of the manufacturer or where specified in the purchase order as an alternative or addition to the hydrostatic test, the full body of each pipe shall be tested with a nondestructive electric test in accordance with Practice E213, E309, or E570. In such cases, the marking of each length of pipe so furnished shall include the letters “NDE.” It is the intent of this nondestructive electric test to reject pipe with imperfections that produce test signals equal to or greater than that produced by the applicable calibration standard.",standard
communication wiring will be run separately from ac inductive load wiring (> 65 volts).,requirement
design of equipment shall be so arm movements pivot about the elbow rather than around the shoulder.,requirement
access under the equipment will have a minimum of 1.0 foot clearance from the floor to any wire way or main wiring and or enclosures equipment to allow for quick and effective cleaning under the equipment (does not include equipment bolted to the floor such as robotic bases or structural footing).,requirement
 Each of the vrollers shall then return to the up position and shall be prepared to accept the next pipe. ,requirement
 The delay or expense caused by defective or delayed customer supplied material shall not be included in this proposal and shall be charged separately. ,requirement
The protocol shall be point-to-point on Data Link Layer.,requirement
Any coil not confirming to the foregoing specifications may be rejected and the manufacturer or distributor notified,standard
At a design point downstream from where there is opportunity for air entrainment and inadequate opportunity for escape of that air,standard
vertical toe clearance should be 4î.,requirement
"Unless otherwise specified in the contract, the producer is responsible for the performance of all inspec_x0002_tion and test requirements specified herein. Except as otherwise specified in the contract, the producer shall use his own, or any other suitable facilities for the performance of the inspection and test requirements specified herein, unless disapproved by the purchaser. The purchaser shall have the right to perform any of the inspections and tests set forth in this specification where such inspections are deemed necessary to ensure that the material conforms to the prescribed requirements",standard
"Cast-in-place pipe shall be used only in stable soils or soils that have been stabilized as in Section 3.3 of ACI Standard 346, Specifications for Cast-in-Place Nonreinforced Concrete Pipe, where the trench form conforms to the trench requirements per Chapter 3 of the above-referenced standard.",standard
American Institute of Steel Construction (AISC).,requirement
"Tension test results, obtained in accordance with the above subsections, must conform to the values of Table 1 for acceptance under this specification except as provided in 7.4.3",standard
The DSH components shall be designed modular to enable easy removal and replacement of faulty line replaceable units.,requirement
"DSH, when in the STOW mode, and when in FULL_POWER state, shall be able to change frequency bands.",requirement
"The term “commercial castings” does not cover castings requiring special fixtures for gaging, or finishing castings by grinding to special tolerance gages beyond the normal requirements as listed in Table S51.1.",standard
"when possible, all subroutine calls should be made from the same program module.",requirement
Contact disc external surfaces and H-F electrode shall be gold plated min 10 msi or silver plated 15 msi on external surfaces (edges of disc need not be plated).,standard
"The Supplier shall furnish all equipment, controls, data, drawings, etc. defined in the Purchaserís documents and data including, but not limited to, the following major components: Yarn Rollers.",requirement
"All test specimens shall be heat treated in the same production furnaces and in the same cycles as the castings they represent. However, in those instances wherein the critical sections of the production castings differ appreciably from that of the central portion of the test specimens, the time cycle for tempering the test specimens may be altered from that of the production lot in order to obtain similar microstructures or hardness, or both, in both specimen and castings. In such cases the hardness of the specimens shall be tested and reported along with the tensile test results.",standard
Electrical circuit inter-locks shall be provided to prevent personnel coming into contact with hazards that cannot otherwise be eliminated from design.,requirement
"Construct a permeable base course of aggregate and bituminous material mixed in a central plant
and spread and compacted on a prepared foundation.",standard
Exposed machined contact surfaces shall be coated with an easily removable rust preventative and protected against mechanical damage by a suitable cover.,requirement
"Distribute topsoil evenly to a lightly compacted depth of at least [2 in. (50 mm)] on slopes 3:1
(1:3) or steeper and [4 in. (100 mm)] on flatter slopes. Place during conditions that are favorable
for grading, sodding, or seeding",standard
"Under precision and standard operating conditions, each SKA1_Mid dish shall achieve
Dish sensitivity (averaged) of at least 8.70 m2/K in both polarization channels over SPF band 5a.",requirement
"When agreed upon between manufacturer and purchaser, tested specimens or unbroken test bars shall be preserved by the manufacturer for a period of three months after the date of the test report.",standard
"After processing, uniformly shape and compact the CIR to the lines, grades, and
depths indicated. Cure the CIR base as necessary.",standard
"The microstructure of the malleable iron shall consist of temper carbon nodules distributed through a ferritic matrix and shall be free of excessive pearlite, massive carbides, and primary graphite",standard
"If any specimen is machined improperly or if flaws are revealed by machining or during testing, the specimen may be discarded and another substituted from the same heat.",standard
"Test signals produced by imperfections which cannot be identified, or produced by cracks or crack-like imperfections shall result in rejection of the pipe, unless it is repaired and retested. To be accepted, the pipe must pass the same specifi_x0002_cation test to which it was originally subjected, provided that the remaining wall thickness is not decreased below that permitted by this specification. The OD at the point of grinding may be reduced by the amount so reduced",standard
The ieee802-dot1cb-mask-and-match YANG module defined in this standard provides an additional Stream identification functionality by augmenting the Stream identification functionality provided by the ieee802-dot1cb-stream-identification module,standard
Wire shall be capable of being uncoiled from both the inside and the outside of the coil.,standard
"The DSH shall survive, without any residual damage or performance degradation, when operated under the Deployed Conditions throughout the Deployed Lifetime. For conditions more severe than the Extreme Operating Conditions the DSH shall be stowed.",requirement
The Dish shall be capable of slewing in azimuth at a rate of 3 deg/sec under Precision and Standard Operating Conditions. Gradual degradation will be allowed under Degraded Operating Conditions up to a maximum of 50% under Extreme Operating Conditions.,requirement
"
When commanded, independently for each subarray within each Frequency Slice Processor configured for the Correlation function, CSP_Mid.CBF shall produce zoom visibilities from Zoom Window processed bandwidths of 1/2, 1/4, 1/8, 1/16, 1/32, or 1/64 of its Frequency Slice processed bandwidth, with at least 0.01 MHz Zoom Window center frequency tuning resolution.",requirement
"An analysis of each heat of steel shall be made by the steel manufacturer to determine the percentages of the ele_x0002_ments specified in Section 7. If the secondary melting pro_x0002_cesses of 5.1 are employed, the heat analysis shall be obtained from one remelted ingot or the product of one remelted ingot of each primary melt. The chemical composition thus determined, or that determined from a product analysis made by the manufacturer, if the latter has not manufactured the steel, shall be reported to the purchaser or the purchaser’s representative, and shall conform to the requirements specified in Section 7",standard
"If the purchaser requires soundness tests to be performed, it shall be so stated in the purchase agreement, and the method and soundness requirements shall be detailed",standard
a list of abbreviations for different components will be provided at the beginning of all wiring diagram documentation.,requirement
"When commanded and processing data from Band 4, CSP_Mid.CBF shall accept dual polarization digitized data from each SKA1_Mid receptor at a sample rate of 5.94+k*3/2*delta_f/1e9 Gsamples/sec, with the RF (sky) band of interest present in the digitized signal from 0.295 to 2.675 GHz, with the same frequency sense as RF, with sky center frequency of 3.99 GHz, and with a net down-conversion frequency of 2.505 GHz.
Where: k=positive integer defined for each receptor by CSP_Mid.LMC, delta_f=1800 Hz, and k*3/2*delta_f does not exceed 4 MHz.",requirement
"The SKA1_Mid dish, under Standard Operating Conditions, shall have a phase stability of <= 2 ° RMS after correcting for a linear fit based on measurements taken with 5 second sampling at 5 minute time intervals, even when it changes orientation arbitrarily and when it switches from a band to any other band and then back.",requirement
The ends of pipe sections at all joints and connections shall be washed or brushed clean and thoroughly wetted immediately prior to placing the mortar. Care should be taken to assure that all joints and connections are filled with mortar before joining to attain at least a 6 mm (0.25 in.) thick mortar joint and that excess mortar is wiped from the inside of the pipe. The external bands shall be complete around the circumference of the pipe and no less than 10 mm (0.4 in.) thick at the joint,standard
"Test specimens for the bend test specified in 11.2 shall be cut from one end of the pipe and, unless otherwise specified, shall be taken in a transverse direction. One test specimen shall be taken as close to the outer surface as possible and another from as close to the inner surface as possible. The specimens shall be either 1⁄2 by 1⁄2 in. [12.5 by 12.5 mm] in section or 1 by 1⁄2 in. [25 by 12.5 mm] in section with the corners rounded to a radius not over 1⁄16 in. [1.6 mm] and need not exceed 6 in. [150 mm] in length. The side of the samples placed in tension during the bend shall be the side closest to the inner and outer surface of the pipe respectively",standard
system will be programmed to automatically stop and show messages where needed intervention for maintenance is required at defined intervals interval must have the ability to be changed via the operator panel.,requirement
"When commanded, unless otherwise required, CSP_Mid.CBF shall complete any signal processing configuration or reconfiguration, within 24 seconds from the specified configuration or re-configuration start time.",requirement
the top of the conveyer as well as feeding tracks shall be 37 inches above the floor (with adjustable feet).,requirement
 Each pipe shall gravity roll to the adjustable pipe stop at the box end threading station. ,requirement
"Except as provided for thin-wall pipe in paragraph 12.2 of Specification A530/A530M, the tolerances for diameter shall be in accordance with the following",standard
"module status indicator lighting will be as follows
green light (solid): no faults present on module
green (flashing): quality check is switched off
yellow (solid): manual mode ñ not in automatic
yellow (flashing): parts bin out of parts
red and yellow (flashing): station out of parts
red (solid): station is faulted
red (flashing): station stopped - part failed caused by % counter of faults
green and yellow and red (solid): station is deactivated
green (solid) yellow (flashing): no faults, cycle time above limit.",requirement
"When commanded, CSP_Mid.CBF shall form at least 1500 independently steerable Pulsar Search beams, each of which may be assigned to any sub-array in Pulsar Search Mode. Note: CSP_Mid.CBF may restrict the number of beams per sub-array to an integer multiple of 8 or less.",requirement
The specified life is based on ignitor life only. This will be reduced if the tube is operated at full rated rf conditions.,standard
"
While tracking at nominal tracking rates over the accessible elevation range, the Dish shall be capable of executing a 30' step in either mount axis or combined, in less than 5 seconds (TBC).",requirement
"all e-stop pushbuttons must, when pressed, remain in the actuated position to disengage, all estop pushbuttons must be turned and pulled out.",requirement
all test related equipment is required to have isolated dc power supplies when used for measuring or testing applications.,requirement
All test specimens shall be suitably identified with the designation of either the batch-melted heat or the pour period of a continuous heat,standard
"The Agency will base payment for quicklime upon a 90 percent available lime index calculated
as percent calcium oxide (CaO) by weight.",standard
The TM shall provide “tunnelling” capability to facilitate remote software and firmware upgrades.,requirement
This request is sent from the Origin Cloud to the Target Cloud in order to obtain information on all the Devices that are registered for the user that are in scope as defined by the Bearer Token on the Target Cloud.,standard
Weld repair shall be permitted only subject to the approval of the purchaser and in accordance with Specification A530/A530M,standard
"If the percentage of elongation of any tension test specimen is less than that given in Table 1 and any part of the fracture is more than 3⁄4 in. [19 mm] from the center of the gauge length of a 2-in. [50-mm] specimen as indicated by scribe scratches marked on the specimen before testing, a retest shall be allowed. If a specimen breaks in an inside or outside surface flaw, a retest shall be allowed.",standard
CSP_Mid.CBF equipment connected to the CPF electrical network shall be compliant with the IEC 61000-4-8 standard or equivalent for power frequency magnetic field immunity under standard test conditions and setups in accordance with the latest approved version of the MID CSP to INFRA ICD.,requirement
 Each pipe shall be transferred by walking beam from the adjustable pipe stop to the vrollers in the pin end threading station. ,requirement
"When commanded, CSP_Mid.CBF shall independently track delay and phase for each polarization of each SKA1_Mid receptor, with a net (instrumental+atmospheric) worst-case receptor differential polarization delay in any Band of 10 nanoseconds and with a differential delay rate, at any instant, that is less than 0.01 times sidereal.",requirement
"At the request of the purchaser, analyses of two pipes from each lot (see 20.1) shall be made by the manufacturer from the finished pipe. The results of these analyses shall be reported to the purchaser or the purchaser’s representative and shall conform to the requirements specified in Section 7",standard
"The total per-receptor RMS Tracking Stability Error under Precision Operating Conditions, maintained while tracking a celestial target anywhere within the full performance pointing range over a time interval of 1000 seconds, shall be <= 2.3 arcsec RMS.",requirement
"When commanded, CSP_Mid.CBF shall, in each Frequency Slice Processor configured for VLBI, produce beam-channels with selectable sampled bandwidths of 224 MHz, 128 MHz, 64 MHz, 32 MHz, 16 MHz, 8 MHz, 4 MHz, 2 MHz, and/or 1 MHz.",requirement
 The paddle lift design shall be similar to that used in quench and temper with like components used where appropriate and the actuator shall be the same make if the electric cylinder is chosen. ,requirement
 Each box end end blast station frame shall be constructed of welded structural members. ,requirement
"For castings of such size or shape that do not permit Brinell testing with the standard 3000 kgf load, the 500 kgf may be employed, the hardness number being reported as HB 10/500/15. In very unusual cases where it is impossible to use the Brinell method, the Rockwell test may be substituted, using Test Methods E18 with an appropriate Rockwell scale. Con_x0002_versions of hardness values from one method to another according to Hardness Conversion Tables E140, which does not specifically cover cast irons, are approximate only and, therefore, are generally inadvisable",standard
all measuring devices and sensors will be self checking to prevent assembly errors or equipment crashes due to a device or sensor failure via: ¯ ëstuck sensorí error required to notify a missed sensor change of state (off on) ¯ ëover timeí error required to notify an excessive actuator travel time.,requirement
Construction shall be such as to insure that the vibration from the pump discharge pipe is not carried to the stand,standard
An Origin Cloud shall include unaltered in the requestURI of the request sent to the Target Cloud any query parameters received over the Device to Cloud connection,standard
"Castings failing to conform to the required hardness range may be reheat treated and retested. If after reheat treating they still fail the hardness requirements, they shall be rejected",standard
"Where the hydrostatic test and the nondestructive electric test are omitted and the lengths marked with the letters “NH,” the certification, where required, shall clearly state “Not Hydrostatically Tested,” and the letters “NH” shall be ap_x0002_pended to the product specification number and material grade shown on the certification",standard
"Use equipment capable of automatically metering liquids with a variation of no more than
±2.0 percent by weight of liquids.",standard
Wire shall be free from injurious heavy scale and surface imperfections,standard
"Over the full accessible elevation range, under Precision and Standard Operating Conditions, Antenna efficiency in two orthogonal polarizations shall exceed a line interpolated linearly between:
60% at 350 MHz 78% at 600 MHz 78% at 8000 MHz 70% at 15 GHz 65% at 20 GHz",requirement
"Unless otherwise specified, standard practices as covered by the American Iron and Steel Institute in the latest revision of the AISI Steel Products Manual, Wire and Rods, Carbon Steel, shall govern on all points covered by this specification",standard
"At the purchaser’s discretion, pipe shall be subjected to rejection if surface imperfections acceptable under 18.2 are not scattered, but appear over a large area in excess of what is considered a workmanlike finish. Disposition of such pipe shall be a matter of agreement between the manufacturer and the purchaser",standard
"Specifies the 48-bit value of the masked destination_address, as defined in 9.1.6.1, to be matched by the instance of the Mask-and-match Stream identification function",standard
"When commanded, CSP_Mid.CBF shall automatically compensate VLBI beam-channel amplitudes to be RFI-flagging invariant.",requirement
tooling or fixtures switched during change over shall attach to a sub-plate in accordance with ësingle minute exchange dieí (smed) design philosophies.,requirement
 The vrollers of the box end pipe dope station shall then return to the up position and shall be prepared to accept the next pipe. ,requirement
vacuum grippers are only permitted if written approval is obtained from pierburg magnetic grippers are not permitted due to their interference with electrical and other components.,requirement
 Each transfer table shall be similarly designed and located between previous and next operation. ,requirement
"When commanded, CSP_Mid.CBF shall use the packet counter defined in the DISH to CSP ICD to automatically detect and recover from lost packets without the need for any telescope calibration or other external action.",requirement
"when the station is in manual mode or the robot is in teach mode, the robot shall move at only 1.00% of full velocity with reduced torque.",requirement
"DSH shall report information in a hierarchical structure, including a product breakdown structure and a capability structure.",requirement
Component design and system performance shall be based on the following utilities and site conditions: Site Conditions Elevation: 836 Feet above Sea Level Atmospheric Pressure: 14.25 PSIA Ambient Temperature: -10∞F to 105∞F (-23.3∞C to 40.5∞C).,requirement
"The sensitivity of a SKA1_Mid dish shall not be less than the following compared to that which is specified in R.M.P.1, at any pointing angle over the full accessible elevation range, under precision and standard operating conditions, and when calculated as an average over any 1 MHz interval over the specified frequency range in both polarization channels: 75% for SPF band 4.",requirement
 The vrollers of the box end pipe dope station shall transfer the pipe towards the operator for manual application of dope and coupling screw on. ,requirement
any part of the machine must be within reach of an e-stop pushbutton.,requirement
 Each pipe shall gravity roll on the transfer table towards the bucker station. ,requirement
all wire ends will have crimped metal shunt ends the appropriate size for the wiring being used bare wire ends can be used for incoming high voltage terminal connections greater the 480v only appropriate controlled pressure crimping tools will be used to crimp wires during assembly.,requirement
"For additional details on PAN Bobbin packaging, see attached drawing No SKETCH001.",requirement
"The TM shall send pointing commands, as individual Pointing Coordinate Sets with an update rate of not more than 10Hz, to the DSH Dish.",requirement
"If, after testing, a specimen shows evidence of a defect, another tension test may be made on a companion specimen. Also, a retest shall be permitted whenever fracture occurs outside the central 50 % of the gage length.",standard
"In N images, there are Les lesions, of which LL lesions are correctly detected by artificial intelligence algorithm, NLL image regions without lesions are misdiagnosed, and M of N cases contain non_x0002_lesion localization. NN is the number of images that contain no lesion. This assumption applies to Equation (A.10) to Equation (A.17",standard
"any device, i.e. cylinder, valve, torque gun, robot, etc., must have the ability to be  actuated from manual mode.",requirement
"The tensile strength shall be the maximum load carried by the specimen during the test divided by the original cross-sectional area of the gage length, as found in accordance with 7.3.2. It shall be reported to the nearest 100 psi [MPa].",standard
"When commanded and processing data from Band 5a, CSP_Mid.CBF shall accept two streams (5a1 and 5a2) of dual polarization digitized data from each SKA1_Mid receptor. For each stream:
1. the sample rate is 5.94+k*3/2*delta_f/1e9 Gsamples/sec.
2. the bandwidth of the band of interest is 2.5 GHz
3. the sky RF center frequency may be TM-defined tuned anywhere between f_c_rf=5.85 and f_c_rf=7.25 GHz
4. the center frequency of the band of interest in the digitized signal is f_c_boi=1.485-k*9/8*delta_f/1e9 + f_shift GHz
5. has the same frequency sense as RF and
6. has net downconversion frequency of f_c_rf_c_boi=f_c_rf- f_c_boi
Where: k=positive integer defined for each receptor by CSP_Mid.LMC, delta_f=1800 Hz, f_shift is CSP_Mid.LMC-defined anywhere in the range of at least +/-1/2 Frequency Slice processed bandwidth with at least 0.01 MHz tuning resolution, and k*3/2*delta_f does not exceed 4 MHz.",requirement
conveyors will transport product in Çreasonableí original packaging from component supplier repackaging of components to equipment specific bins is not desired.,requirement
"For flux leakage testing, the longitudinal calibration reference notches shall be straight-sided notches machined in a radial plane parallel to the pipe axis. For wall thicknesses under 1⁄2 in. [12.7 mm], outside and inside notches shall be used; for wall thicknesses equal to and above 1⁄2 in. [12.7 mm], only an outside notch shall be used. Notch depth shall not exceed 121⁄2 % of the specified wall thickness, or 0.004 in. [0.1 mm], whichever is greater. Notch length shall not exceed 1 in. [25 mm], and the width shall not exceed the depth. Outside diameter and inside diameter notches shall be located suffi_x0002_ciently apart to allow separation and identification of the signals",standard
"The container shall also carry, in a different location, the name and/or brand name of the wire manufacturer, and necessary instructions for storing and handling",standard
Surface imperfections that penetrate more than 121⁄2 % of the nominal wall thickness or encroach on the minimum wall thickness shall be considered defects. Pipe with such defects shall be given one of the following dispositions:,standard
"Castings failing to conform to the required hardness range may be reheat treated and retested. If after reheat treating they still fail the hardness requirements, they shall be rejected.",standard
S51.1 Tolerances for commercial steel castings (S51.1.1) made from mounted patterns and the surfaces that are not to be machined shall be in accordance with Table S51.1. Metal match plate patterns and precise molding methods can produce closer tolerances than the values shown in Table S51.1. Complex casting designs may require different permissible variations than those listed in Table S51.1.,standard
"DSH shall have the following Modes and report these modes to TM: 
a) SHUTDOWN
b) STARTUP 
c) STANDBY_LP 
d) STANDBY_FP 
e) STOW 
f) MAINTENANCE 
g) CONFIGURE 
h) OPERATE",requirement
"When the tube is fired by the application of high power in cavity according to Drawing 162-JAN which is at resonance, the transmitted power obtained shall be less than that of a standard tube fill with pure hydrogen to a pressure of 25 mmHg. The power level at the input shall be sufficient to fire the rf gap of the tube and to insure that the measurement is being made on the flat part of the “power in the gap versus leakage power” characteristic. If the main discharge gap does not fire, it is caused to be fired by a short application of ignitor voltage.",standard
"When sampled data connectivity is lost to a receptor, CSP_Mid.CBF shall flag any affected data as invalid and an alert raised, but otherwise normal operations continue.",requirement
"Incorporate a minimum cement content of 7.4 lb/ft3 (118 kg/m3). Fly ash may
be substituted for up to [25] percent of the required cement, with this substitution in the ratio
of 1 lb (1 kg) of fly ash for each 1 lb (1 kg) of cement. Do not use fly ash from [November 1
through April 1]. Ensure that the water cement ratio (w/c) does not exceed 0.45, calculated
as follows:",standard
 The vrollers of the bucker station shall transfer the pipe towards the operator for manual inspection. ,requirement
"For pipe whose diameter exceeds 25 in. [635 mm] and whose diameter to wall thickness ratio, where the diameter to wall thickness ratio is the specified outside diameter divided by the nominal wall thickness, is 7.0 or less, the bend test shall be conducted. The bend test specimens shall be bent at room temperature through 180° with the inside diameter of the bend being 1 in. [25 mm] without cracking on the outside portion of the bent portion",standard
input wait time ñ collective time by shift that a station waits without being faulted for parts from a station upstream.,requirement
mtw will be used for machine wiring up to awg 1.00.,requirement
"The carbon equivalent (CE), based upon heat analysis, shall not exceed 0.43 % if the specified wall thickness is equal to or less than 1 in. [25.4 mm] or 0.45 % if the specified wall thickness is greater than 1 in. [25.4 mm]",standard
DSH shall provide an environmental protected enclosure inside the Pedestal Shielded Compartment and maintain the internal conditions as defined by the DSH Consortium Non-Operating Conditions for equipment located inside the PSC for SADT equipment located inside the pedestal while being subjected to Survival Conditions.,requirement
